MAV,RMS,WL,ZCR,bp_d,bp_t,bp_a,bp_b,bp_hi,specEnt,kurt,Signal,Cluster
0.1649642578125,0.208475723116401,25.7366,0.22265625,0.0352072198648249,0.0081447397169454,0.00323970630427258,0.00239059271694142,0.000741420553968656,0.487830444824881,2.80290883723856,2,1
0.2972302734375,0.513890931836921,64.986,0.3359375,0.00786222384833449,0.00311645600966013,0.0557751469044968,0.0445376971021922,0.00224090000090842,0.549403439936848,8.42568184238438,2,1
0.758933398437499,1.01608056074209,153.5506,0.28515625,0.00125247218422999,0.00211074489365187,0.640981339602773,0.417227820507061,0.00827238204596131,0.34979954840951,2.78594235191821,2,1
0.6372625,0.908538574657469,138.8068,0.359375,0.00158613545548059,0.00136467333668155,0.507527574182081,0.327534284244659,0.00658995810787574,0.345378952737981,3.5259106545303,2,1
0.1588751953125,0.221169304007487,64.7781,0.5703125,0.00168869366497642,0.000727783946992073,0.00472664379399708,0.00555177786681004,0.00395427155281967,0.667480002397846,6.30863489741476,2,1
0.1315345703125,0.167181714093808,62.5166,0.59765625,0.00439012714978734,0.00157862622746132,0.00281104816782237,0.00283126239459429,0.00406051263921967,0.63662855913642,3.19443561548244,2,1
0.135220703125,0.167949161067047,65.0942,0.60546875,0.00426688897193211,0.00122244851590803,0.0012760417384638,0.00133292803729574,0.00369836889822888,0.571042915514359,2.85060651874055,2,1
0.132917578125,0.165695058296106,65.8596,0.625,0.000962750267805532,0.000942450072239111,0.00180795853154144,0.00337759505728206,0.00365509056748977,0.609766934701727,3.03562352230089,2,1
0.1490783203125,0.191217992777141,61.1742,0.515625,0.00239136351076399,0.00255627984528681,0.00715856352213831,0.0119743616733155,0.00344956027133457,0.698994559868775,3.36714017998152,2,1
0.30804921875,0.453314907790379,68.9159,0.3203125,0.0059907607776279,0.00238238840774925,0.137507445418785,0.105964588676398,0.00192468841001927,0.445387771552067,4.78793584098902,2,1
0.282698828125,0.441510809828381,54.012,0.234375,0.00276315378459131,0.00305101131600738,0.0944737058499245,0.070127931135869,0.00104782945786798,0.40834404233185,5.26533290920374,2,1
0.1956759765625,0.288988059367565,29.6996,0.16796875,0.0141936143859676,0.0126435339762171,0.0134569233355859,0.011508003382253,0.00104698263647531,0.683121009348916,11.4206600847981,2,1
0.2946951171875,0.404637831532139,44.67,0.15234375,0.0261254000960634,0.0397310152702993,0.0447605797497518,0.0538523099502754,0.00255677130691954,0.686111141187473,5.41902624697222,2,1
0.2191392578125,0.320590995120486,33.4417,0.14453125,0.0274208823317618,0.0223158146038878,0.0223857531349382,0.0181296414114974,0.00118598817363256,0.642311896146558,6.39441861601347,2,1
0.1815888671875,0.232434766176112,21.2119,0.109375,0.0230120147682809,0.0217580530228661,0.00542998026481919,0.00682462586714013,0.000824479705113207,0.587908277031576,3.60661184887518,2,1
0.2060794921875,0.272416970256249,28.1502,0.15625,0.0230795726389501,0.0362216255446211,0.0113762386850541,0.00425565568757535,0.000849313167258713,0.576843687514609,4.58990444382809,2,1
0.1728306640625,0.234967979575476,37.0368,0.29296875,0.00457585053002589,0.00595100615019933,0.0057164820989109,0.00827525190456883,0.00150136375841467,0.725705032078645,6.11248670574761,2,1
0.2620259765625,0.361852897128317,48.7421,0.328125,0.0571794504885027,0.0333669821653302,0.0168646307092267,0.0296554429356005,0.00338227476790614,0.655047115211546,5.46030291521518,2,1
0.5203970703125,0.697847806890608,108.9133,0.26953125,0.112890907862899,0.0543279755745308,0.152658726438769,0.176167804137829,0.0160826270737806,0.697634899502703,4.3674493404395,2,1
1.3813001953125,1.83421570200041,270.3462,0.2421875,0.124313993758388,0.0614148144382762,1.65419448770293,1.05112054078663,0.0229129930283399,0.422485163475699,3.13978320883425,2,2
2.230546875,2.60017507944928,407.9983,0.19921875,0.076383255564606,0.0200633429325271,4.23773301578162,2.50352989519702,0.0175273152322474,0.312641575528856,1.85361744526395,2,2
1.6858646484375,2.16825304004042,339.9644,0.28515625,0.00173438848902823,0.00151682503147355,2.56212754018252,1.63423718871028,0.0174951501421357,0.352097240083863,2.5926130761578,2,2
1.078902734375,1.42707263625249,250.8073,0.28515625,0.00424714885111811,0.00198077891418469,1.23628455742155,0.924759375993031,0.033400909724615,0.405632974116598,3.45278148184798,2,2
1.0728310546875,1.36887857330628,252.4738,0.19921875,0.000554482824770053,0.000575340905016991,0.778401401767137,0.732013883168996,0.0502111293550725,0.392265957052725,2.91395424223266,2,2
