MAV,RMS,WL,ZCR,bp_d,bp_t,bp_a,bp_b,bp_hi,specEnt,kurt,Signal,Cluster
0.2502271484375,0.652281851509448,27.6116,0.109375,0.0302276715452073,0.00711458463035973,0.00139342720295332,0.00175512052259054,0.000906329223138811,0.464742419920164,71.6398624022964,1,1
0.0392208984375,0.0493468196876075,5.1466,0.16796875,0.000410365277695535,0.000173010742961966,0.000702404458526087,0.000432786294035865,1.82208244965892e-05,0.579761432097343,3.20925630183926,1,1
0.0370062499999999,0.0447426835848611,5.3125,0.17578125,0.000559708911455545,0.000594245032702375,0.000668341224664835,0.000418442125157766,1.50519637667023e-05,0.576386359380407,2.54189169974261,1,1
0.0522693359375,0.0677363897480058,5.8801,0.140625,0.00163248039578735,0.00111273971028838,0.000644197796444009,0.000409844307417375,6.56842787437685e-06,0.514432202622142,3.59300003957042,1,1
0.1133548828125,0.153666659005276,12.5329,0.12109375,0.00262795653249261,0.00909269776888316,0.00868608138688149,0.00390261104643633,3.70281891116314e-05,0.61485208428859,4.08784090769983,1,1
0.1532576171875,0.189686895025806,13.8103,0.1015625,0.0196471314318622,0.0144091698388622,0.00955421098645478,0.00365689996384041,3.33225855695128e-05,0.569314482018551,2.68359419770855,1,1
0.2175240234375,0.296955396186395,20.7075,0.09765625,0.0372487253480703,0.0178386333009037,0.0221105017130189,0.0168207838391743,4.33972654730989e-05,0.555688484193622,5.52077834344593,1,1
0.1956248046875,0.282775605017421,21.3955,0.1171875,0.0274817734746511,0.0141962073738064,0.0268531868503498,0.0204078655017954,4.22893606237038e-05,0.559338752475523,6.55841150028485,1,1
0.2451025390625,0.387882044756562,22.3934,0.109375,0.00766506035936409,0.0337748690503814,0.0128751454119674,0.00315939169818285,9.90143712892912e-05,0.549359752285755,7.58077699063242,1,1
0.4953935546875,0.63583631527636,43.2374,0.09765625,0.124001221716685,0.237145270461902,0.0311108981253848,0.0185291091196463,0.000177490198969053,0.528047937662402,3.06615264310283,1,1
0.4409091796875,0.570078015031852,38.3318,0.08984375,0.183996823354559,0.094649392208397,0.0646340749227042,0.0376579580376676,9.74874948100051e-05,0.532729589126766,3.36839331062679,1,1
0.3404544921875,0.477071672562644,24.0687,0.1015625,0.0554098110096966,0.0231759036533665,0.00404257890580754,0.00189807497481277,4.58095162652822e-05,0.461203322013709,4.81983695636802,1,1
0.326333203125,0.503493885731247,19.8609,0.08984375,0.164754503362861,0.179033579016439,0.00816678537131978,0.00239972219546595,5.51358230266628e-05,0.414945070120004,6.0637006506352,1,1
0.2048388671875,0.330542047811007,12.8742,0.0703125,0.0211558165844586,0.00362952182752173,0.00221867395843648,0.00099394937298016,2.60132201099845e-05,0.448075568686253,13.1712749341629,1,1
0.14787109375,0.190185379958608,11.4088,0.11328125,0.033262852761444,0.00721345874830281,0.00229814306242072,0.00106193161861405,3.62434823826188e-05,0.418281748568279,2.87944008844467,1,1
0.223762890625,0.367759194682387,33.1646,0.18359375,0.00776049107443975,0.00270941384693424,0.0262724498483167,0.0204820993179284,9.54402812052304e-05,0.524413434385449,6.64665319966339,1,1
0.537044726562501,0.709202072851398,93.6241999999999,0.20703125,0.00118674564232988,0.00163562850036679,0.32154117356866,0.201694463938321,0.000316407586356467,0.316241731261451,2.48384248373902,1,1
0.44604296875,0.634339985548463,78.942,0.25390625,0.00149020738865482,0.00108930807438737,0.261612035770698,0.16104293649341,0.000254636298601335,0.315813934455967,3.16949464150387,1,1
0.10060078125,0.149391454245424,20.6395,0.2578125,0.00153929045242005,0.000589472459137461,0.0033040748040377,0.00224588538769918,0.000141762363980937,0.600810512523881,9.10244359444718,1,1
0.0842880859375,0.104725984437513,16.8912,0.19921875,0.00407663415050575,0.00130640090405033,0.00243093310576953,0.0017298921135505,0.000129195267758196,0.586251537929052,2.95869971419351,1,1
0.0810558593749999,0.101833913302188,17.3345,0.25390625,0.0041009581746689,0.0010423960823203,0.00195295976929251,0.000963318706607245,9.802675483188e-05,0.550933151689421,3.13011321906942,1,1
0.072762890625,0.0918214835632163,18.4683,0.29296875,0.000863700107521354,0.000796682398273105,0.00221242571300163,0.00165288204706957,0.000102891240884527,0.635658746730821,3.05570487429239,1,1
0.0968845703125001,0.120903192081387,19.4465,0.1953125,0.00227117096397423,0.00215263326042112,0.0056921946397744,0.00423747475302221,0.000122110178624855,0.643744448542786,3.05184221694592,1,1
0.221515625,0.318997127362654,36.3943999999999,0.15625,0.00572779572837092,0.00203586024923804,0.0703401903033773,0.0502227848424059,8.11751931892434e-05,0.429154464027698,4.51648778550203,1,1
0.2060376953125,0.313861593295666,32.3786,0.1875,0.00260712473975145,0.00254941018248588,0.050341201073201,0.0332390638592877,5.48325418992343e-05,0.39925606600383,4.7922396648259,1,1
0.1651611328125,0.232449139220215,17.2055,0.13671875,0.0133067910699116,0.010020625699986,0.0089312227749241,0.00410473490415534,4.82837783521446e-05,0.603837095778347,6.94029804496595,1,1
0.2467509765625,0.31943943543363,26.3922,0.11328125,0.024333212455276,0.0331903847623056,0.0264739281115743,0.0218658988290909,0.000108197363335741,0.624424740619013,3.77397006078866,1,1
0.1865388671875,0.254962120769623,19.1127,0.109375,0.0259405089834181,0.0186420403153211,0.0127031528970287,0.00864466548078642,4.39602081514753e-05,0.580521064603437,4.74636876143836,1,1
0.1668494140625,0.210382353044775,13.0537,0.0859375,0.0219203004182178,0.0187124780494124,0.00368017420856123,0.0029246859009763,3.95972808450787e-05,0.517964081232242,3.50653685999993,1,1
0.1844748046875,0.241831256582263,15.6422,0.08984375,0.0217199735226486,0.0307207927973663,0.00692633378796832,0.00157955441174694,4.04374517905439e-05,0.51814828863423,4.21982444923493,1,1
0.136469140625,0.186133420519731,17.1467,0.15625,0.00431718032121479,0.00527525619914096,0.00399572308137326,0.00264209255520302,6.7942373210751e-05,0.620757316940767,6.92652688995858,1,1
0.2139736328125,0.307473801189579,22.3494,0.17578125,0.0516990889950169,0.028236940699482,0.0109987757620266,0.00996767195039201,0.000155245527229937,0.549913714084498,5.2433505667507,1,1
0.4068775390625,0.518687905828104,52.8234,0.16015625,0.106702502997132,0.0466637584883979,0.0851608995671698,0.0622188706477976,0.000821537813897787,0.62232109278101,3.1547058145696,1,1
1.0031029296875,1.30625469736745,163.5276,0.1953125,0.117967817210428,0.0507223290576253,0.846908365829403,0.501721371678249,0.00099505928870086,0.412448737204345,2.98837763888309,1,1
1.6221306640625,1.85850235995886,269.523,0.19921875,0.0733347215795894,0.0171893204075582,2.18194075832635,1.26694574195445,0.000628325668718295,0.3045042212954,1.71734843376487,1,2
1.2007546875,1.53956883730631,208.2359,0.23828125,0.00167727602520483,0.00111552961046271,1.34366506603132,0.813607921960931,0.00067735737795844,0.324023598057942,2.41281867667751,1,2
0.752524609374999,0.978942173901886,137.7958,0.23828125,0.00394832237128443,0.00156768372147067,0.637361529682123,0.415944300796697,0.00142005174834827,0.353930874204198,3.17288749338223,1,1
0.770165820312502,0.922672696117186,140.2554,0.19921875,0.000518694710261941,0.000384016587414165,0.400674658305409,0.285293454656089,0.00216859467382268,0.330294058239665,2.44630176207557,1,1
0.0121380859375,0.0156010247309672,6.01,0.59765625,3.64819026829945e-05,1.097603061898e-05,1.31292069600295e-05,5.46769347274494e-05,7.28507660322462e-05,0.813677484634986,3.23681138775447,2,1
0.026413671875,0.0369730502570791,9.38680000000001,0.49609375,5.19194922645982e-05,0.000220437277940681,0.000313345641455615,0.000469119091732429,0.000315000730389215,0.828893623981539,5.61578077463579,2,1
0.03576796875,0.0447731779186769,9.80760000000001,0.36328125,0.000591279327379716,0.00068194835547438,0.000234599045393948,0.000424677626809333,0.000257382848269098,0.725077530252927,3.32422032730631,2,1
0.053040234375,0.0710826966682117,9.28440000000001,0.21875,0.0015483449197369,0.00119158377920681,0.000300318231887159,0.000304492764292648,0.000113254751180528,0.573892056974392,4.46522602015712,2,1
0.13281640625,0.185286454430194,20.0668,0.17578125,0.00272901558425573,0.0117684703846914,0.0122501054389435,0.01078611120868,0.000853145536371327,0.681941498886171,5.29192005928975,2,1
0.173344921875,0.219916150746995,23.3192,0.1953125,0.0202405927818546,0.0177164140161722,0.0140238822982897,0.0105091092454527,0.00070119992411131,0.643387151806598,3.42827470190944,2,1
0.248748828125,0.356350792101337,32.7457,0.16796875,0.0396395605617952,0.020775404677852,0.0371229586827526,0.0390005037453411,0.000746323376050754,0.598785937881115,6.79343584914149,2,1
0.230176953125,0.345946056014337,35.4925,0.1875,0.0291104720303625,0.016297874503955,0.0458960919506147,0.0441497099841294,0.000818869602477313,0.592245233645695,7.55928813330041,2,1
0.2799478515625,0.443067914848242,37.6848,0.1796875,0.00831345067164333,0.0439457862013848,0.0196367893711847,0.0100971296866005,0.00257506675606709,0.636629833083926,7.23092902184035,2,1
0.5548552734375,0.721604300123711,65.8895,0.140625,0.135973326014639,0.277833009390235,0.0466844774723218,0.0466157322729906,0.00400611933061634,0.580540773529646,3.2992553756982,2,1
0.4891396484375,0.647768951970314,62.4325,0.16796875,0.194123908773864,0.110094919335729,0.111097894790707,0.0784905981970986,0.00214074881248701,0.576404239554886,3.839391496124,2,1
0.3741451171875,0.518887850038878,45.2304,0.15234375,0.0597180073126805,0.0285905149785654,0.00573833438236152,0.00474614114944661,0.00133324088845618,0.525390594032934,4.5967928618144,2,1
0.3513609375,0.538116526174571,36.2413,0.1171875,0.176949099699403,0.202176890122564,0.0126607171939625,0.00592581050094964,0.00151958868020332,0.443281364262766,6.24088576436219,2,1
0.22323515625,0.359341171777428,24.5431,0.1328125,0.0221598337072708,0.00433270993694802,0.00375251815953067,0.00239650743477175,0.000525645664448003,0.529297858002718,14.1775671271818,2,1
