MAV,RMS,WL,ZCR,bp_d,bp_t,bp_a,bp_b,bp_30_80,bp_hi,specEnt,kurt,Signal,Start,End,Cluster
2.62988290510756e-12,3.48907751928353e-12,4.36164433466144e-10,0.18359375,6.04834548050814e-26,1.73025450018172e-25,1.08242741856771e-23,2.78257497384011e-24,9.72665133701019e-26,1.04920399541258e-25,4.12290598788753e-07,3.67390503750001,alpha,2817,3328,1
1.91383813991289e-12,2.97460000865444e-12,3.13998502459803e-10,0.17578125,4.75489049617506e-26,1.2563718273788e-25,8.79028033520558e-24,2.20484085742591e-24,8.02887864748082e-26,8.67363379776423e-26,3.36325825253854e-07,5.80464446657233,alpha,3073,3584,1
1.59937632768772e-12,2.37589305673757e-12,2.64466180571934e-10,0.1796875,2.9168009436281e-26,6.74725470630705e-26,4.62936613250884e-24,1.09872695385092e-24,4.03610747067916e-26,4.34981037117707e-26,1.81333563943559e-07,5.23867527142244,alpha,3329,3840,1
2.10307886798709e-12,2.84475904764177e-12,3.3744033424758e-10,0.17578125,3.44139121563422e-26,1.27082287169959e-25,6.24737600074709e-24,1.50612798796787e-24,5.50678932992323e-26,5.94782794042415e-26,2.43626899322904e-07,3.59624570253644,alpha,3585,4096,1
2.592013930171e-12,3.75896239707845e-12,4.10371822036792e-10,0.16796875,6.37357589429664e-26,4.43133288507926e-25,1.42010794939366e-23,3.34017671433529e-24,1.21588158016829e-25,1.30974387903043e-25,5.36620013575021e-07,5.15012221048038,alpha,3841,4352,1
2.2253170216082e-12,3.52057302241313e-12,3.56930388056159e-10,0.1796875,5.49381111943837e-26,2.41590221348024e-25,1.17697296998773e-23,3.26670264767167e-24,1.09502956502979e-25,1.18108066991335e-25,4.58292570604615e-07,6.36577109689958,alpha,4097,4608,1
9.71961750200012e-13,1.43206383659058e-12,1.57555285361504e-10,0.1953125,7.64806594666548e-27,7.03434616556351e-26,1.89747664517042e-24,6.58799056645923e-25,1.88116991211622e-26,2.01479063420156e-26,8.76207228397154e-08,7.06438227271098,alpha,4353,4864,1
0.271031584369122,1.04046496455021,73.3103864050602,0.41015625,1.63824546036828e-05,0.000741561317997397,0.0362215312231561,0.725394939593293,0.0702507465098103,0.0301111062936881,0.683307044467688,39.9217335146224,belta,1,512,1
0.237827186114712,1.02069652189123,67.7587968146837,0.3984375,1.3252574632325e-06,0.000878012690372077,0.0455559505882157,0.959275105031642,0.0936949317540682,0.0423760798477089,0.685791268718379,42.9219252442338,belta,257,768,1
0.183531679650782,0.63535862579487,57.2676770208496,0.390625,3.7911803781686e-06,0.00048783267793725,0.00904498159174732,0.32795921253898,0.110244489594512,0.0155964559372227,0.711780632287637,37.0211128743266,belta,513,1024,1
0.183508356408061,0.6353584874161,57.2506757632,0.38671875,4.23406362254653e-06,8.2297783841676e-05,0.00533534173349761,0.13446692687992,0.0392801949715768,0.00667709347958409,0.69103752993529,37.020888345889,belta,769,1280,1
0.18282561229984,0.87913806404971,38.4705888691679,0.375,0.000654769899631835,0.00115763185544136,0.00659174969795872,0.102945714029384,0.0120970111936305,0.00461639471868436,0.715542795577049,76.0268416124288,belta,1025,1536,1
1.4888684661985,5.12051160776833,380.346168209661,0.36328125,0.00131687336698972,0.0262775722765446,1.14861542528764,37.6116147467972,2.06305500744754,1.42578984792013,0.635707842880413,31.2471600387913,belta,1281,1792,2
1.30604285389901,5.044477712274,337.433211087905,0.38671875,0.000656601721846166,0.0011386393736001,0.0169782152184568,0.919359402244825,0.0718106637816513,0.0442523444270735,0.621884059914069,33.1463129243389,belta,1537,2048,1
3.57729421483052e-13,5.05669683871024e-13,1.15746000057865e-10,0.39453125,7.92553652818897e-30,8.58385646428671e-29,1.11279111531557e-26,2.1038775847346e-25,3.81643201676381e-26,9.81030609651857e-27,9.85942915191246e-09,5.83976574155354,belta,1793,2304,1
0.991587746952188,3.28874267715505,237.333394208578,0.3828125,0.000623800520443485,0.0115878944210398,0.211235902853734,14.0960420808964,0.683959619296753,0.518593787706023,0.589649511946269,20.8085655445484,belta,2049,2560,1
0.991587746952104,3.28874267715505,237.333394208549,0.37109375,0.000613668636158796,0.0123160005152158,0.222953405301908,14.6414477558611,0.721564917699487,0.546329258104213,0.593727302162126,20.8085655445484,belta,2305,2816,1
2.35779991390374e-13,3.33915253992123e-13,7.40067332889163e-11,0.3828125,1.25831757021583e-30,8.03786834401884e-30,4.60418229460248e-27,5.63882168700949e-26,1.07087780335899e-26,2.23335476894924e-27,2.85613646856279e-09,5.22011853306403,belta,2561,3072,1
2.96659754799565e-13,4.23556520491034e-13,9.52118969855771e-11,0.40234375,3.78322699668682e-30,1.3405379158717e-29,1.29842892203607e-26,1.61902878426525e-25,3.0949028207958e-26,6.18834392264798e-27,7.80616275222527e-09,5.82158091815781,belta,2817,3328,1
2.2852605480463e-13,3.64534052699479e-13,7.30789381061136e-11,0.3828125,3.09825047475698e-30,1.04845544451471e-29,1.04736515721984e-26,1.30392903038646e-25,2.47614872776084e-26,5.08544877003219e-27,6.3408279865775e-09,8.78074180975667,belta,3073,3584,1
1.82560218290778e-13,2.86606114792826e-13,5.8641497113918e-11,0.38671875,1.43212116170923e-30,6.51822597580971e-30,5.39890790865981e-27,6.65937159800234e-26,1.30611966577125e-26,2.49748886060437e-27,3.35420839803226e-09,8.14533996232391,belta,3329,3840,1
0.0539653965010157,0.225814676034639,17.256056460062,0.40625,2.54121745881347e-07,3.54985181175979e-05,0.00160058413930771,0.0478205451922746,0.0171772966997313,0.00209491334963029,0.728958829575288,44.4780275967479,belta,3585,4096,1
0.0539653965011119,0.225814676034639,17.2560564600925,0.37890625,1.84276164007197e-07,3.15000448177254e-05,0.00130330285840402,0.0410813898285084,0.0150728702372089,0.00184210805171073,0.731668749121778,44.478027596748,belta,3841,4352,1
3.1134665223692e-13,4.85126045200786e-13,1.00235539064458e-10,0.37890625,4.38539941646659e-30,4.85305200054198e-29,1.45549216034003e-26,2.07407527782059e-25,3.8322666174617e-26,8.94967908385163e-27,9.86485691852218e-09,7.69031570347192,belta,4097,4608,1
1.58301618824941e-13,2.35031672527733e-13,5.10452516089372e-11,0.39453125,1.72145374746594e-30,2.81361365322163e-29,2.73115781408744e-27,5.03443460567674e-26,9.14258829364022e-27,2.47884717569492e-27,2.5242719593583e-09,7.4616845044429,belta,4353,4864,1
