MAV,RMS,WL,ZCR,bp_d,bp_t,bp_a,bp_b,bp_30_80,bp_hi,specEnt,kurt,Signal,Start,End,Cluster
1.6293575018745e-07,7.43328607336429e-07,5.87134933856776e-06,0.09375,3.53204369965999e-15,1.12038445330123e-15,4.56544754269088e-16,4.18949727558773e-16,2.32475359531047e-16,2.26252283392053e-16,0.575260968548586,34.7671980135201,thalt,4353,4864,1
1.42665716222637,4.72454242524583,197.612764247446,0.22265625,0.0202437267393951,2.27569389981858,7.43844148677902,2.25498315792656,0.0450002366202981,0.046792442297644,0.584298352823815,27.5546463711071,alpha,1,512,1
1.32899683841078,4.70186506764348,184.297403637297,0.20703125,0.0300869529172584,3.64406889103994,14.1973540425292,4.31551650769927,0.109191467583688,0.114315871780662,0.584909063547941,28.0958218984371,alpha,257,768,1
1.06275893374513,4.1218258174251,171.648505962424,0.19921875,0.0247821380605355,2.00923021478241,9.42949266096003,7.53190150273402,0.116424024296425,0.124285367087692,0.614940597058793,30.0569184519708,alpha,513,1024,1
1.05851352335222,4.12165332274222,171.067935767258,0.1953125,0.00278937802147719,0.197035130736262,1.43996314561851,1.7830281926463,0.0328821934396278,0.0353906840292927,0.615456207642793,30.055166320193,alpha,769,1280,1
1.59840710788233,6.69512510383643,187.456131991894,0.16796875,0.00831032590178644,0.320381423657169,0.490277393579277,0.0877042697401529,0.0275098240567228,0.0228315225015176,0.605768838271518,29.9609338386214,alpha,1025,1536,1
3.2307565383176,10.0322463867539,428.356154791763,0.19140625,0.126274112983751,33.9188209581792,112.638994273556,15.1035444506267,0.641753879440522,0.64500853375231,0.540355058907872,15.6503222657546,alpha,1281,1792,2
1.63234943043807,7.47136315597871,239.726857129098,0.20703125,0.00608426845236347,0.106442781291897,0.533423915707594,0.456109284479115,0.0307199609951011,0.0274807116828814,0.65855106843546,31.5686544986586,alpha,1537,2048,1
2.52737172308416e-12,3.42629684362568e-12,4.05567238234726e-10,0.18359375,2.61527532893994e-26,3.8004751475144e-25,7.83032941275044e-24,3.24782800515763e-24,7.58342531839224e-26,8.14784515441539e-26,3.54328572894189e-07,4.2712270883678,alpha,1793,2304,1
3.2179917849275e-12,4.32480927410224e-12,5.23759448850442e-10,0.1875,3.37543962336233e-26,4.68232162082064e-25,8.0549803256465e-24,4.09213234743052e-24,9.28194850819387e-26,9.98028130865182e-26,3.89178069277377e-07,3.73817284270667,alpha,2049,2560,1
2.89984700870423e-12,3.93302556365866e-12,4.78142781905819e-10,0.19140625,4.74242725692238e-26,7.11254926397812e-25,1.27870006952198e-23,5.2904949925252e-24,1.33538432046449e-25,1.43676107255515e-25,5.66986823140405e-07,4.0467082258435,alpha,2305,2816,1
2.08406870366717e-12,2.75224676220009e-12,3.47697636773248e-10,0.1875,2.57597465561823e-26,5.52458595725e-26,3.77824690984911e-24,8.77666118009273e-25,3.46225272083618e-26,3.71394703441132e-26,1.49239422476106e-07,3.64090223026944,alpha,2561,3072,1
